"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Amount Spent per Household on All Household Expenses","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","17007010502","IL","17007010502","=""17007010502""","67700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17007010601","IL","17007010601","=""17007010601""","70200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17007010603","IL","17007010603","=""17007010603""","85400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17007010604","IL","17007010604","=""17007010604""","64400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17009970400","IL","17009970400","=""17009970400""","60900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17009970500","IL","17009970500","=""17009970500""","51600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011964700","IL","17011964700","=""17011964700""","62400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011964800","IL","17011964800","=""17011964800""","56600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011964900","IL","17011964900","=""17011964900""","54500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965000","IL","17011965000","=""17011965000""","63400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965100","IL","17011965100","=""17011965100""","56200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965200","IL","17011965200","=""17011965200""","55800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965300","IL","17011965300","=""17011965300""","56300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965400","IL","17011965400","=""17011965400""","57100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965500","IL","17011965500","=""17011965500""","58700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17011965600","IL","17011965600","=""17011965600""","57600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17013951200","IL","17013951200","=""17013951200""","59100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17013951300","IL","17013951300","=""17013951300""","67400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960100","IL","17015960100","=""17015960100""","60400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960200","IL","17015960200","=""17015960200""","55500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960300","IL","17015960300","=""17015960300""","46900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960400","IL","17015960400","=""17015960400""","53800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960500","IL","17015960500","=""17015960500""","58100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17015960600","IL","17015960600","=""17015960600""","62400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17017960100","IL","17017960100","=""17017960100""","55300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17017960200","IL","17017960200","=""17017960200""","58300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17017960300","IL","17017960300","=""17017960300""","59700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17017960400","IL","17017960400","=""17017960400""","51500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17017960500","IL","17017960500","=""17017960500""","49200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000200","IL","17019000200","=""17019000200""","39100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000301","IL","17019000301","=""17019000301""","33200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000302","IL","17019000302","=""17019000302""","33100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000401","IL","17019000401","=""17019000401""","32800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000402","IL","17019000402","=""17019000402""","31600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000500","IL","17019000500","=""17019000500""","58500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000700","IL","17019000700","=""17019000700""","45300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000800","IL","17019000800","=""17019000800""","58200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000901","IL","17019000901","=""17019000901""","46600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019000902","IL","17019000902","=""17019000902""","60900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001000","IL","17019001000","=""17019001000""","58300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001100","IL","17019001100","=""17019001100""","67400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001201","IL","17019001201","=""17019001201""","51700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001203","IL","17019001203","=""17019001203""","65900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001204","IL","17019001204","=""17019001204""","85000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001205","IL","17019001205","=""17019001205""","73900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001206","IL","17019001206","=""17019001206""","73700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001301","IL","17019001301","=""17019001301""","64700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001302","IL","17019001302","=""17019001302""","74100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019001400","IL","17019001400","=""17019001400""","65100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005300","IL","17019005300","=""17019005300""","37900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005401","IL","17019005401","=""17019005401""","43700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005402","IL","17019005402","=""17019005402""","51500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005500","IL","17019005500","=""17019005500""","58200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005601","IL","17019005601","=""17019005601""","52400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005602","IL","17019005602","=""17019005602""","58800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005701","IL","17019005701","=""17019005701""","56900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005702","IL","17019005702","=""17019005702""","71100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005800","IL","17019005800","=""17019005800""","63200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005901","IL","17019005901","=""17019005901""","35400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019005902","IL","17019005902","=""17019005902""","32300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019006000","IL","17019006000","=""17019006000""","37500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010100","IL","17019010100","=""17019010100""","47200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010204","IL","17019010204","=""17019010204""","52700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010300","IL","17019010300","=""17019010300""","48700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010400","IL","17019010400","=""17019010400""","65200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010500","IL","17019010500","=""17019010500""","77500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010601","IL","17019010601","=""17019010601""","77300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010603","IL","17019010603","=""17019010603""","75700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010604","IL","17019010604","=""17019010604""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010701","IL","17019010701","=""17019010701""","70700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010702","IL","17019010702","=""17019010702""","68800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010800","IL","17019010800","=""17019010800""","68600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010901","IL","17019010901","=""17019010901""","67900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019010902","IL","17019010902","=""17019010902""","63000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019011001","IL","17019011001","=""17019011001""","47700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019011002","IL","17019011002","=""17019011002""","60200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17019011100","IL","17019011100","=""17019011100""","36500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958100","IL","17021958100","=""17021958100""","62600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958200","IL","17021958200","=""17021958200""","60300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958300","IL","17021958300","=""17021958300""","50100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958400","IL","17021958400","=""17021958400""","53000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958500","IL","17021958500","=""17021958500""","46100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958600","IL","17021958600","=""17021958600""","59100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958700","IL","17021958700","=""17021958700""","55100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958800","IL","17021958800","=""17021958800""","48200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021958900","IL","17021958900","=""17021958900""","47800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17021959000","IL","17021959000","=""17021959000""","65200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17023060100","IL","17023060100","=""17023060100""","67200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17023060200","IL","17023060200","=""17023060200""","57800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17023060300","IL","17023060300","=""17023060300""","53200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17023060400","IL","17023060400","=""17023060400""","59900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17025971900","IL","17025971900","=""17025971900""","57800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17025972000","IL","17025972000","=""17025972000""","50900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17025972100","IL","17025972100","=""17025972100""","54600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17025972200","IL","17025972200","=""17025972200""","60800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900100","IL","17027900100","=""17027900100""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900200","IL","17027900200","=""17027900200""","70500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900300","IL","17027900300","=""17027900300""","61600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900401","IL","17027900401","=""17027900401""","55000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900403","IL","17027900403","=""17027900403""","56700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900404","IL","17027900404","=""17027900404""","51600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900500","IL","17027900500","=""17027900500""","53500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900601","IL","17027900601","=""17027900601""","64700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17027900602","IL","17027900602","=""17027900602""","72000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000100","IL","17029000100","=""17029000100""","53900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000200","IL","17029000200","=""17029000200""","61300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000300","IL","17029000300","=""17029000300""","52800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000400","IL","17029000400","=""17029000400""","44100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000500","IL","17029000500","=""17029000500""","46600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000600","IL","17029000600","=""17029000600""","61600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000701","IL","17029000701","=""17029000701""","61400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000702","IL","17029000702","=""17029000702""","40500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000800","IL","17029000800","=""17029000800""","44300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029000900","IL","17029000900","=""17029000900""","68200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029001000","IL","17029001000","=""17029001000""","49200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029001100","IL","17029001100","=""17029001100""","47800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17029001200","IL","17029001200","=""17029001200""","55100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010100","IL","17031010100","=""17031010100""","54300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010201","IL","17031010201","=""17031010201""","51400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010202","IL","17031010202","=""17031010202""","52300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010300","IL","17031010300","=""17031010300""","52000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010400","IL","17031010400","=""17031010400""","48000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010501","IL","17031010501","=""17031010501""","47800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010502","IL","17031010502","=""17031010502""","48200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010503","IL","17031010503","=""17031010503""","40600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010600","IL","17031010600","=""17031010600""","62200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010701","IL","17031010701","=""17031010701""","57900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031010702","IL","17031010702","=""17031010702""","53600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020100","IL","17031020100","=""17031020100""","55500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020200","IL","17031020200","=""17031020200""","80700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020301","IL","17031020301","=""17031020301""","57400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020302","IL","17031020302","=""17031020302""","77400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020400","IL","17031020400","=""17031020400""","67600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020500","IL","17031020500","=""17031020500""","50300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020601","IL","17031020601","=""17031020601""","61300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020602","IL","17031020602","=""17031020602""","70100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020701","IL","17031020701","=""17031020701""","67800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020702","IL","17031020702","=""17031020702""","60500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020801","IL","17031020801","=""17031020801""","60700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020802","IL","17031020802","=""17031020802""","61100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020901","IL","17031020901","=""17031020901""","54600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031020902","IL","17031020902","=""17031020902""","48800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030101","IL","17031030101","=""17031030101""","51400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030102","IL","17031030102","=""17031030102""","49100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030103","IL","17031030103","=""17031030103""","58800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030104","IL","17031030104","=""17031030104""","49500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030200","IL","17031030200","=""17031030200""","68100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030300","IL","17031030300","=""17031030300""","60300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030400","IL","17031030400","=""17031030400""","63000","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030500","IL","17031030500","=""17031030500""","75500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030601","IL","17031030601","=""17031030601""","52100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030603","IL","17031030603","=""17031030603""","49300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030604","IL","17031030604","=""17031030604""","52900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030701","IL","17031030701","=""17031030701""","50900","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030702","IL","17031030702","=""17031030702""","59400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030703","IL","17031030703","=""17031030703""","53100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030706","IL","17031030706","=""17031030706""","49500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030800","IL","17031030800","=""17031030800""","70400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031030900","IL","17031030900","=""17031030900""","71300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031000","IL","17031031000","=""17031031000""","68300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031100","IL","17031031100","=""17031031100""","61700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031200","IL","17031031200","=""17031031200""","45800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031300","IL","17031031300","=""17031031300""","52100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031400","IL","17031031400","=""17031031400""","62200","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031501","IL","17031031501","=""17031031501""","49300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031502","IL","17031031502","=""17031031502""","47300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031700","IL","17031031700","=""17031031700""","62700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031800","IL","17031031800","=""17031031800""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031031900","IL","17031031900","=""17031031900""","65400","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031032100","IL","17031032100","=""17031032100""","61100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040100","IL","17031040100","=""17031040100""","70700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040201","IL","17031040201","=""17031040201""","69800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040202","IL","17031040202","=""17031040202""","55600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040300","IL","17031040300","=""17031040300""","69800","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040401","IL","17031040401","=""17031040401""","77100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040402","IL","17031040402","=""17031040402""","70700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040600","IL","17031040600","=""17031040600""","72100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040700","IL","17031040700","=""17031040700""","72700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040800","IL","17031040800","=""17031040800""","69600","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031040900","IL","17031040900","=""17031040900""","62700","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031050100","IL","17031050100","=""17031050100""","84500","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
"Census Tract","17031050200","IL","17031050200","=""17031050200""","84100","2020","2020","PolicyMap, QI, BLS, and Census","Illinois (State)"
