"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","48007950503","TX","48007950503","=""48007950503""","10.48","2017-2021","2020","Census","Texas (State)"
"Census Tract","48007990000","TX","48007990000","=""48007990000""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48009020100","TX","48009020100","=""48009020100""","1.33","2017-2021","2020","Census","Texas (State)"
"Census Tract","48009020200","TX","48009020200","=""48009020200""","12.69","2017-2021","2020","Census","Texas (State)"
"Census Tract","48009020300","TX","48009020300","=""48009020300""","11.68","2017-2021","2020","Census","Texas (State)"
"Census Tract","48011950100","TX","48011950100","=""48011950100""","1.60","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960101","TX","48013960101","=""48013960101""","31.56","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960102","TX","48013960102","=""48013960102""","15.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960203","TX","48013960203","=""48013960203""","8.80","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960204","TX","48013960204","=""48013960204""","7.39","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960205","TX","48013960205","=""48013960205""","20.80","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960206","TX","48013960206","=""48013960206""","6.43","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960300","TX","48013960300","=""48013960300""","12.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960401","TX","48013960401","=""48013960401""","8.66","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960403","TX","48013960403","=""48013960403""","32.56","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960404","TX","48013960404","=""48013960404""","10.20","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960500","TX","48013960500","=""48013960500""","11.64","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960601","TX","48013960601","=""48013960601""","32.23","2017-2021","2020","Census","Texas (State)"
"Census Tract","48013960602","TX","48013960602","=""48013960602""","3.66","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760100","TX","48015760100","=""48015760100""","30.77","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760201","TX","48015760201","=""48015760201""","4.56","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760202","TX","48015760202","=""48015760202""","3.10","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760301","TX","48015760301","=""48015760301""","24.34","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760302","TX","48015760302","=""48015760302""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760400","TX","48015760400","=""48015760400""","6.62","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760501","TX","48015760501","=""48015760501""","2.19","2017-2021","2020","Census","Texas (State)"
"Census Tract","48015760502","TX","48015760502","=""48015760502""","11.91","2017-2021","2020","Census","Texas (State)"
"Census Tract","48017950101","TX","48017950101","=""48017950101""","9.45","2017-2021","2020","Census","Texas (State)"
"Census Tract","48017950102","TX","48017950102","=""48017950102""","11.33","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000101","TX","48019000101","=""48019000101""","7.25","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000103","TX","48019000103","=""48019000103""","10.42","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000104","TX","48019000104","=""48019000104""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000200","TX","48019000200","=""48019000200""","3.24","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000301","TX","48019000301","=""48019000301""","12.19","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000302","TX","48019000302","=""48019000302""","12.07","2017-2021","2020","Census","Texas (State)"
"Census Tract","48019000400","TX","48019000400","=""48019000400""","17.63","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950101","TX","48021950101","=""48021950101""","3.15","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950102","TX","48021950102","=""48021950102""","2.52","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950201","TX","48021950201","=""48021950201""","6.74","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950202","TX","48021950202","=""48021950202""","24.44","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950301","TX","48021950301","=""48021950301""","16.08","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950302","TX","48021950302","=""48021950302""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950303","TX","48021950303","=""48021950303""","9.23","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950401","TX","48021950401","=""48021950401""","6.02","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950402","TX","48021950402","=""48021950402""","2.18","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950403","TX","48021950403","=""48021950403""","5.17","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950503","TX","48021950503","=""48021950503""","3.98","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950504","TX","48021950504","=""48021950504""","4.24","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950505","TX","48021950505","=""48021950505""","8.96","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950506","TX","48021950506","=""48021950506""","13.75","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950601","TX","48021950601","=""48021950601""","8.68","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950602","TX","48021950602","=""48021950602""","6.45","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950700","TX","48021950700","=""48021950700""","6.21","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950803","TX","48021950803","=""48021950803""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950804","TX","48021950804","=""48021950804""","13.97","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950805","TX","48021950805","=""48021950805""","3.37","2017-2021","2020","Census","Texas (State)"
"Census Tract","48021950806","TX","48021950806","=""48021950806""","0.12","2017-2021","2020","Census","Texas (State)"
"Census Tract","48023950301","TX","48023950301","=""48023950301""","8.23","2017-2021","2020","Census","Texas (State)"
"Census Tract","48023950302","TX","48023950302","=""48023950302""","16.02","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950100","TX","48025950100","=""48025950100""","1.82","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950201","TX","48025950201","=""48025950201""","18.57","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950203","TX","48025950203","=""48025950203""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950204","TX","48025950204","=""48025950204""","8.80","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950300","TX","48025950300","=""48025950300""","27.03","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950400","TX","48025950400","=""48025950400""","22.84","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950501","TX","48025950501","=""48025950501""","14.04","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950502","TX","48025950502","=""48025950502""","27.43","2017-2021","2020","Census","Texas (State)"
"Census Tract","48025950600","TX","48025950600","=""48025950600""","7.58","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020101","TX","48027020101","=""48027020101""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020102","TX","48027020102","=""48027020102""","6.04","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020201","TX","48027020201","=""48027020201""","5.95","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020203","TX","48027020203","=""48027020203""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020204","TX","48027020204","=""48027020204""","5.19","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020301","TX","48027020301","=""48027020301""","6.47","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020302","TX","48027020302","=""48027020302""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020401","TX","48027020401","=""48027020401""","26.08","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020402","TX","48027020402","=""48027020402""","17.35","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020500","TX","48027020500","=""48027020500""","16.22","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020600","TX","48027020600","=""48027020600""","15.18","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020701","TX","48027020701","=""48027020701""","39.89","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020702","TX","48027020702","=""48027020702""","32.54","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020800","TX","48027020800","=""48027020800""","27.69","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027020900","TX","48027020900","=""48027020900""","42.26","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021000","TX","48027021000","=""48027021000""","24.04","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021101","TX","48027021101","=""48027021101""","17.99","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021102","TX","48027021102","=""48027021102""","18.02","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021201","TX","48027021201","=""48027021201""","17.25","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021202","TX","48027021202","=""48027021202""","7.46","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021203","TX","48027021203","=""48027021203""","6.07","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021301","TX","48027021301","=""48027021301""","28.43","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021302","TX","48027021302","=""48027021302""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021304","TX","48027021304","=""48027021304""","27.79","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021305","TX","48027021305","=""48027021305""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021400","TX","48027021400","=""48027021400""","4.43","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021501","TX","48027021501","=""48027021501""","25.62","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021502","TX","48027021502","=""48027021502""","7.69","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021601","TX","48027021601","=""48027021601""","11.81","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021602","TX","48027021602","=""48027021602""","20.51","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021701","TX","48027021701","=""48027021701""","11.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021702","TX","48027021702","=""48027021702""","14.90","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021801","TX","48027021801","=""48027021801""","7.54","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021802","TX","48027021802","=""48027021802""","7.84","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021901","TX","48027021901","=""48027021901""","38.80","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021905","TX","48027021905","=""48027021905""","12.34","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021906","TX","48027021906","=""48027021906""","6.87","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021907","TX","48027021907","=""48027021907""","19.71","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027021908","TX","48027021908","=""48027021908""","6.09","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022001","TX","48027022001","=""48027022001""","25.65","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022002","TX","48027022002","=""48027022002""","17.02","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022101","TX","48027022101","=""48027022101""","25.91","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022103","TX","48027022103","=""48027022103""","25.30","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022104","TX","48027022104","=""48027022104""","21.70","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022105","TX","48027022105","=""48027022105""","22.79","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022200","TX","48027022200","=""48027022200""","12.63","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022300","TX","48027022300","=""48027022300""","36.14","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022401","TX","48027022401","=""48027022401""","21.07","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022402","TX","48027022402","=""48027022402""","4.04","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022403","TX","48027022403","=""48027022403""","9.51","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022405","TX","48027022405","=""48027022405""","8.66","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022406","TX","48027022406","=""48027022406""","4.82","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022407","TX","48027022407","=""48027022407""","1.73","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022501","TX","48027022501","=""48027022501""","33.25","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022503","TX","48027022503","=""48027022503""","9.30","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022504","TX","48027022504","=""48027022504""","7.39","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022600","TX","48027022600","=""48027022600""","29.61","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022801","TX","48027022801","=""48027022801""","44.37","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027022900","TX","48027022900","=""48027022900""","39.26","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023001","TX","48027023001","=""48027023001""","10.22","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023002","TX","48027023002","=""48027023002""","12.50","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023103","TX","48027023103","=""48027023103""","26.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023104","TX","48027023104","=""48027023104""","16.96","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023109","TX","48027023109","=""48027023109""","5.57","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023110","TX","48027023110","=""48027023110""","61.76","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023111","TX","48027023111","=""48027023111""","19.31","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023112","TX","48027023112","=""48027023112""","5.82","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023113","TX","48027023113","=""48027023113""","27.19","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023114","TX","48027023114","=""48027023114""","15.09","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023115","TX","48027023115","=""48027023115""","29.06","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023116","TX","48027023116","=""48027023116""","2.79","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023117","TX","48027023117","=""48027023117""","5.46","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023118","TX","48027023118","=""48027023118""","6.67","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023201","TX","48027023201","=""48027023201""","1.85","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023202","TX","48027023202","=""48027023202""","10.79","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023203","TX","48027023203","=""48027023203""","7.85","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023204","TX","48027023204","=""48027023204""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023301","TX","48027023301","=""48027023301""","5.33","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023302","TX","48027023302","=""48027023302""","2.54","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023402","TX","48027023402","=""48027023402""","8.22","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023404","TX","48027023404","=""48027023404""","1.70","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023405","TX","48027023405","=""48027023405""","6.90","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023406","TX","48027023406","=""48027023406""","6.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027023500","TX","48027023500","=""48027023500""","33.95","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027980001","TX","48027980001","=""48027980001""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027980002","TX","48027980002","=""48027980002""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48027980003","TX","48027980003","=""48027980003""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029110100","TX","48029110100","=""48029110100""","2.62","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029110300","TX","48029110300","=""48029110300""","19.50","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029110500","TX","48029110500","=""48029110500""","79.55","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029110600","TX","48029110600","=""48029110600""","55.11","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029110700","TX","48029110700","=""48029110700""","23.68","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029111000","TX","48029111000","=""48029111000""","34.81","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029111100","TX","48029111100","=""48029111100""","10.82","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120100","TX","48029120100","=""48029120100""","4.08","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120301","TX","48029120301","=""48029120301""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120302","TX","48029120302","=""48029120302""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120401","TX","48029120401","=""48029120401""","3.10","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120402","TX","48029120402","=""48029120402""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120502","TX","48029120502","=""48029120502""","37.02","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120503","TX","48029120503","=""48029120503""","17.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120504","TX","48029120504","=""48029120504""","26.90","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120601","TX","48029120601","=""48029120601""","9.84","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120602","TX","48029120602","=""48029120602""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120701","TX","48029120701","=""48029120701""","2.70","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120702","TX","48029120702","=""48029120702""","8.34","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120800","TX","48029120800","=""48029120800""","0.64","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120901","TX","48029120901","=""48029120901""","5.54","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029120902","TX","48029120902","=""48029120902""","17.13","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121000","TX","48029121000","=""48029121000""","22.34","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121110","TX","48029121110","=""48029121110""","6.59","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121111","TX","48029121111","=""48029121111""","5.91","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121112","TX","48029121112","=""48029121112""","25.44","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121115","TX","48029121115","=""48029121115""","9.62","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121116","TX","48029121116","=""48029121116""","8.88","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121117","TX","48029121117","=""48029121117""","12.63","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121118","TX","48029121118","=""48029121118""","3.27","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121119","TX","48029121119","=""48029121119""","6.68","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121120","TX","48029121120","=""48029121120""","11.18","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121121","TX","48029121121","=""48029121121""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121122","TX","48029121122","=""48029121122""","5.33","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121123","TX","48029121123","=""48029121123""","22.21","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121124","TX","48029121124","=""48029121124""","0.00","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121203","TX","48029121203","=""48029121203""","19.61","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121204","TX","48029121204","=""48029121204""","15.77","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121205","TX","48029121205","=""48029121205""","13.27","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121206","TX","48029121206","=""48029121206""","13.60","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121300","TX","48029121300","=""48029121300""","17.45","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121402","TX","48029121402","=""48029121402""","20.37","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121403","TX","48029121403","=""48029121403""","15.33","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121404","TX","48029121404","=""48029121404""","36.31","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121501","TX","48029121501","=""48029121501""","2.79","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121504","TX","48029121504","=""48029121504""","7.75","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121505","TX","48029121505","=""48029121505""","11.38","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121506","TX","48029121506","=""48029121506""","17.47","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121507","TX","48029121507","=""48029121507""","10.26","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121508","TX","48029121508","=""48029121508""","34.16","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121601","TX","48029121601","=""48029121601""","17.54","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121604","TX","48029121604","=""48029121604""","5.18","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121605","TX","48029121605","=""48029121605""","5.10","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121606","TX","48029121606","=""48029121606""","10.29","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121701","TX","48029121701","=""48029121701""","9.73","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121702","TX","48029121702","=""48029121702""","8.82","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121802","TX","48029121802","=""48029121802""","4.67","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121803","TX","48029121803","=""48029121803""","5.77","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121804","TX","48029121804","=""48029121804""","20.71","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121808","TX","48029121808","=""48029121808""","13.45","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121809","TX","48029121809","=""48029121809""","6.14","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121810","TX","48029121810","=""48029121810""","5.09","2017-2021","2020","Census","Texas (State)"
"Census Tract","48029121811","TX","48029121811","=""48029121811""","14.77","2017-2021","2020","Census","Texas (State)"
