"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Amount Spent per Household on All Household Expenses","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","48005000202","TX","48005000202","=""48005000202""","50100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000301","TX","48005000301","=""48005000301""","56100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000302","TX","48005000302","=""48005000302""","63400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000400","TX","48005000400","=""48005000400""","46200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000500","TX","48005000500","=""48005000500""","44200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000600","TX","48005000600","=""48005000600""","48600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000700","TX","48005000700","=""48005000700""","47600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000800","TX","48005000800","=""48005000800""","52600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000902","TX","48005000902","=""48005000902""","60000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000903","TX","48005000903","=""48005000903""","58800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005000904","TX","48005000904","=""48005000904""","63400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001001","TX","48005001001","=""48005001001""","52000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001002","TX","48005001002","=""48005001002""","58800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001101","TX","48005001101","=""48005001101""","63900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001102","TX","48005001102","=""48005001102""","58000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001200","TX","48005001200","=""48005001200""","52400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48005001300","TX","48005001300","=""48005001300""","51600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950101","TX","48007950101","=""48007950101""","52500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950102","TX","48007950102","=""48007950102""","55900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950103","TX","48007950103","=""48007950103""","51400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950200","TX","48007950200","=""48007950200""","67500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950301","TX","48007950301","=""48007950301""","52600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950302","TX","48007950302","=""48007950302""","72700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950400","TX","48007950400","=""48007950400""","50500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950501","TX","48007950501","=""48007950501""","56300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950502","TX","48007950502","=""48007950502""","46900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007950503","TX","48007950503","=""48007950503""","69000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48007990000","TX","48007990000","=""48007990000""","N/A","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48009020100","TX","48009020100","=""48009020100""","72300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48009020200","TX","48009020200","=""48009020200""","55200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48009020300","TX","48009020300","=""48009020300""","58200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48011950100","TX","48011950100","=""48011950100""","66000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960101","TX","48013960101","=""48013960101""","63000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960102","TX","48013960102","=""48013960102""","61500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960203","TX","48013960203","=""48013960203""","56400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960204","TX","48013960204","=""48013960204""","75000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960205","TX","48013960205","=""48013960205""","56700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960206","TX","48013960206","=""48013960206""","58700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960300","TX","48013960300","=""48013960300""","56200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960401","TX","48013960401","=""48013960401""","56900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960403","TX","48013960403","=""48013960403""","54600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960404","TX","48013960404","=""48013960404""","72000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960500","TX","48013960500","=""48013960500""","51400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960601","TX","48013960601","=""48013960601""","55100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48013960602","TX","48013960602","=""48013960602""","66700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760100","TX","48015760100","=""48015760100""","52100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760201","TX","48015760201","=""48015760201""","52500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760202","TX","48015760202","=""48015760202""","64800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760301","TX","48015760301","=""48015760301""","57100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760302","TX","48015760302","=""48015760302""","75100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760400","TX","48015760400","=""48015760400""","66900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760501","TX","48015760501","=""48015760501""","66100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48015760502","TX","48015760502","=""48015760502""","54500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48017950101","TX","48017950101","=""48017950101""","49900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48017950102","TX","48017950102","=""48017950102""","63500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000101","TX","48019000101","=""48019000101""","60300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000103","TX","48019000103","=""48019000103""","57300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000104","TX","48019000104","=""48019000104""","66900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000200","TX","48019000200","=""48019000200""","61900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000301","TX","48019000301","=""48019000301""","55400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000302","TX","48019000302","=""48019000302""","68500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48019000400","TX","48019000400","=""48019000400""","61200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950101","TX","48021950101","=""48021950101""","69400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950102","TX","48021950102","=""48021950102""","72700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950201","TX","48021950201","=""48021950201""","56600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950202","TX","48021950202","=""48021950202""","67800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950301","TX","48021950301","=""48021950301""","74100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950302","TX","48021950302","=""48021950302""","60600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950303","TX","48021950303","=""48021950303""","64400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950401","TX","48021950401","=""48021950401""","55600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950402","TX","48021950402","=""48021950402""","87700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950403","TX","48021950403","=""48021950403""","60800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950503","TX","48021950503","=""48021950503""","67000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950504","TX","48021950504","=""48021950504""","65600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950505","TX","48021950505","=""48021950505""","58600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950506","TX","48021950506","=""48021950506""","61100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950601","TX","48021950601","=""48021950601""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950602","TX","48021950602","=""48021950602""","58100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950700","TX","48021950700","=""48021950700""","63000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950803","TX","48021950803","=""48021950803""","72600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950804","TX","48021950804","=""48021950804""","68100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950805","TX","48021950805","=""48021950805""","63600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48021950806","TX","48021950806","=""48021950806""","63100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48023950301","TX","48023950301","=""48023950301""","56000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48023950302","TX","48023950302","=""48023950302""","49300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950100","TX","48025950100","=""48025950100""","55700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950201","TX","48025950201","=""48025950201""","62500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950203","TX","48025950203","=""48025950203""","61700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950204","TX","48025950204","=""48025950204""","65200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950300","TX","48025950300","=""48025950300""","54500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950400","TX","48025950400","=""48025950400""","47200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950501","TX","48025950501","=""48025950501""","49800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950502","TX","48025950502","=""48025950502""","44800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48025950600","TX","48025950600","=""48025950600""","52100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020101","TX","48027020101","=""48027020101""","54800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020102","TX","48027020102","=""48027020102""","65400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020201","TX","48027020201","=""48027020201""","77100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020203","TX","48027020203","=""48027020203""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020204","TX","48027020204","=""48027020204""","64100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020301","TX","48027020301","=""48027020301""","70200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020302","TX","48027020302","=""48027020302""","70900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020401","TX","48027020401","=""48027020401""","46600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020402","TX","48027020402","=""48027020402""","50100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020500","TX","48027020500","=""48027020500""","52600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020600","TX","48027020600","=""48027020600""","65200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020701","TX","48027020701","=""48027020701""","36800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020702","TX","48027020702","=""48027020702""","42600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020800","TX","48027020800","=""48027020800""","41800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027020900","TX","48027020900","=""48027020900""","40500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021000","TX","48027021000","=""48027021000""","43900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021101","TX","48027021101","=""48027021101""","53400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021102","TX","48027021102","=""48027021102""","47400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021201","TX","48027021201","=""48027021201""","52000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021202","TX","48027021202","=""48027021202""","52700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021203","TX","48027021203","=""48027021203""","56600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021301","TX","48027021301","=""48027021301""","58700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021302","TX","48027021302","=""48027021302""","63000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021304","TX","48027021304","=""48027021304""","55800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021305","TX","48027021305","=""48027021305""","67600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021400","TX","48027021400","=""48027021400""","61600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021501","TX","48027021501","=""48027021501""","55800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021502","TX","48027021502","=""48027021502""","68100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021601","TX","48027021601","=""48027021601""","48200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021602","TX","48027021602","=""48027021602""","47700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021701","TX","48027021701","=""48027021701""","74900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021702","TX","48027021702","=""48027021702""","54100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021801","TX","48027021801","=""48027021801""","56600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021802","TX","48027021802","=""48027021802""","72300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021901","TX","48027021901","=""48027021901""","52600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021905","TX","48027021905","=""48027021905""","67300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021906","TX","48027021906","=""48027021906""","76400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021907","TX","48027021907","=""48027021907""","66800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027021908","TX","48027021908","=""48027021908""","71700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022001","TX","48027022001","=""48027022001""","45000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022002","TX","48027022002","=""48027022002""","73000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022101","TX","48027022101","=""48027022101""","47100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022103","TX","48027022103","=""48027022103""","57400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022104","TX","48027022104","=""48027022104""","47800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022105","TX","48027022105","=""48027022105""","53300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022200","TX","48027022200","=""48027022200""","47900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022300","TX","48027022300","=""48027022300""","43800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022401","TX","48027022401","=""48027022401""","47400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022402","TX","48027022402","=""48027022402""","75900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022403","TX","48027022403","=""48027022403""","62400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022405","TX","48027022405","=""48027022405""","48900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022406","TX","48027022406","=""48027022406""","62200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022407","TX","48027022407","=""48027022407""","58500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022501","TX","48027022501","=""48027022501""","49300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022503","TX","48027022503","=""48027022503""","49900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022504","TX","48027022504","=""48027022504""","67200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022600","TX","48027022600","=""48027022600""","38400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022801","TX","48027022801","=""48027022801""","38700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027022900","TX","48027022900","=""48027022900""","42000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023001","TX","48027023001","=""48027023001""","64300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023002","TX","48027023002","=""48027023002""","56000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023103","TX","48027023103","=""48027023103""","46500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023104","TX","48027023104","=""48027023104""","43700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023109","TX","48027023109","=""48027023109""","60300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023110","TX","48027023110","=""48027023110""","44100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023111","TX","48027023111","=""48027023111""","55300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023112","TX","48027023112","=""48027023112""","52000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023113","TX","48027023113","=""48027023113""","57900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023114","TX","48027023114","=""48027023114""","57400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023115","TX","48027023115","=""48027023115""","63500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023116","TX","48027023116","=""48027023116""","61200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023117","TX","48027023117","=""48027023117""","51100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023118","TX","48027023118","=""48027023118""","60800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023201","TX","48027023201","=""48027023201""","64100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023202","TX","48027023202","=""48027023202""","49000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023203","TX","48027023203","=""48027023203""","49300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023204","TX","48027023204","=""48027023204""","54900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023301","TX","48027023301","=""48027023301""","70200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023302","TX","48027023302","=""48027023302""","61600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023402","TX","48027023402","=""48027023402""","61800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023404","TX","48027023404","=""48027023404""","71800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023405","TX","48027023405","=""48027023405""","73500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023406","TX","48027023406","=""48027023406""","70500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027023500","TX","48027023500","=""48027023500""","40300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027980001","TX","48027980001","=""48027980001""","N/A","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027980002","TX","48027980002","=""48027980002""","N/A","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48027980003","TX","48027980003","=""48027980003""","N/A","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029110100","TX","48029110100","=""48029110100""","49700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029110300","TX","48029110300","=""48029110300""","46400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029110500","TX","48029110500","=""48029110500""","36700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029110600","TX","48029110600","=""48029110600""","33300","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029110700","TX","48029110700","=""48029110700""","36600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029111000","TX","48029111000","=""48029111000""","52700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029111100","TX","48029111100","=""48029111100""","56100","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120100","TX","48029120100","=""48029120100""","74900","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120301","TX","48029120301","=""48029120301""","85500","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120302","TX","48029120302","=""48029120302""","93800","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120401","TX","48029120401","=""48029120401""","74000","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120402","TX","48029120402","=""48029120402""","113600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120502","TX","48029120502","=""48029120502""","50400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120503","TX","48029120503","=""48029120503""","44700","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120504","TX","48029120504","=""48029120504""","48200","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120601","TX","48029120601","=""48029120601""","52400","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
"Census Tract","48029120602","TX","48029120602","=""48029120602""","62600","2020","2020","PolicyMap, QI, BLS, and Census","Texas (State)"
