"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06001409700","CA","06001409700","=""06001409700""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001409800","CA","06001409800","=""06001409800""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001409900","CA","06001409900","=""06001409900""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001410000","CA","06001410000","=""06001410000""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001410100","CA","06001410100","=""06001410100""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001410200","CA","06001410200","=""06001410200""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001410300","CA","06001410300","=""06001410300""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001410400","CA","06001410400","=""06001410400""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001410500","CA","06001410500","=""06001410500""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001420100","CA","06001420100","=""06001420100""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001420200","CA","06001420200","=""06001420200""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001420301","CA","06001420301","=""06001420301""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001420302","CA","06001420302","=""06001420302""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001420401","CA","06001420401","=""06001420401""","1.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001420402","CA","06001420402","=""06001420402""","1.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001420500","CA","06001420500","=""06001420500""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001420600","CA","06001420600","=""06001420600""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001421100","CA","06001421100","=""06001421100""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001421200","CA","06001421200","=""06001421200""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001421300","CA","06001421300","=""06001421300""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001421400","CA","06001421400","=""06001421400""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001421500","CA","06001421500","=""06001421500""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001421600","CA","06001421600","=""06001421600""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001421700","CA","06001421700","=""06001421700""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001421800","CA","06001421800","=""06001421800""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001421900","CA","06001421900","=""06001421900""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001422000","CA","06001422000","=""06001422000""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001422100","CA","06001422100","=""06001422100""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001422200","CA","06001422200","=""06001422200""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001422300","CA","06001422300","=""06001422300""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001422400","CA","06001422400","=""06001422400""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001422500","CA","06001422500","=""06001422500""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001422700","CA","06001422700","=""06001422700""","0.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001422800","CA","06001422800","=""06001422800""","0.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001422901","CA","06001422901","=""06001422901""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06001422902","CA","06001422902","=""06001422902""","0.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001423000","CA","06001423000","=""06001423000""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001423100","CA","06001423100","=""06001423100""","1.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001423200","CA","06001423200","=""06001423200""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001423300","CA","06001423300","=""06001423300""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001423400","CA","06001423400","=""06001423400""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001423500","CA","06001423500","=""06001423500""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001423601","CA","06001423601","=""06001423601""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001423602","CA","06001423602","=""06001423602""","1.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001423700","CA","06001423700","=""06001423700""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001423800","CA","06001423800","=""06001423800""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001423901","CA","06001423901","=""06001423901""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001423902","CA","06001423902","=""06001423902""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001424001","CA","06001424001","=""06001424001""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001424002","CA","06001424002","=""06001424002""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001425101","CA","06001425101","=""06001425101""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001425102","CA","06001425102","=""06001425102""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001425103","CA","06001425103","=""06001425103""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001425104","CA","06001425104","=""06001425104""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001426100","CA","06001426100","=""06001426100""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001426200","CA","06001426200","=""06001426200""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001427100","CA","06001427100","=""06001427100""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001427200","CA","06001427200","=""06001427200""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001427300","CA","06001427300","=""06001427300""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001427600","CA","06001427600","=""06001427600""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001427700","CA","06001427700","=""06001427700""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001427800","CA","06001427800","=""06001427800""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001427900","CA","06001427900","=""06001427900""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001428000","CA","06001428000","=""06001428000""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001428100","CA","06001428100","=""06001428100""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001428200","CA","06001428200","=""06001428200""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001428301","CA","06001428301","=""06001428301""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001428302","CA","06001428302","=""06001428302""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001428400","CA","06001428400","=""06001428400""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001428500","CA","06001428500","=""06001428500""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001428600","CA","06001428600","=""06001428600""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001428700","CA","06001428700","=""06001428700""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001430101","CA","06001430101","=""06001430101""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001430102","CA","06001430102","=""06001430102""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001430200","CA","06001430200","=""06001430200""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001430300","CA","06001430300","=""06001430300""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001430400","CA","06001430400","=""06001430400""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001430500","CA","06001430500","=""06001430500""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001430600","CA","06001430600","=""06001430600""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001430700","CA","06001430700","=""06001430700""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001430800","CA","06001430800","=""06001430800""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001430900","CA","06001430900","=""06001430900""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001431000","CA","06001431000","=""06001431000""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001431100","CA","06001431100","=""06001431100""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001431200","CA","06001431200","=""06001431200""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001432100","CA","06001432100","=""06001432100""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001432200","CA","06001432200","=""06001432200""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001432300","CA","06001432300","=""06001432300""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001432400","CA","06001432400","=""06001432400""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001432501","CA","06001432501","=""06001432501""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001432502","CA","06001432502","=""06001432502""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001432601","CA","06001432601","=""06001432601""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001432602","CA","06001432602","=""06001432602""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001432700","CA","06001432700","=""06001432700""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001432800","CA","06001432800","=""06001432800""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001433000","CA","06001433000","=""06001433000""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001433102","CA","06001433102","=""06001433102""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001433103","CA","06001433103","=""06001433103""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001433104","CA","06001433104","=""06001433104""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001433200","CA","06001433200","=""06001433200""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001433300","CA","06001433300","=""06001433300""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001433400","CA","06001433400","=""06001433400""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001433500","CA","06001433500","=""06001433500""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001433600","CA","06001433600","=""06001433600""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001433700","CA","06001433700","=""06001433700""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001433801","CA","06001433801","=""06001433801""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001433802","CA","06001433802","=""06001433802""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001433900","CA","06001433900","=""06001433900""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001434000","CA","06001434000","=""06001434000""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001435102","CA","06001435102","=""06001435102""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001435103","CA","06001435103","=""06001435103""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001435104","CA","06001435104","=""06001435104""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001435200","CA","06001435200","=""06001435200""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001435300","CA","06001435300","=""06001435300""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001435400","CA","06001435400","=""06001435400""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001435500","CA","06001435500","=""06001435500""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001435601","CA","06001435601","=""06001435601""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001435602","CA","06001435602","=""06001435602""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001435700","CA","06001435700","=""06001435700""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001435800","CA","06001435800","=""06001435800""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001435900","CA","06001435900","=""06001435900""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001436000","CA","06001436000","=""06001436000""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001436100","CA","06001436100","=""06001436100""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001436200","CA","06001436200","=""06001436200""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001436301","CA","06001436301","=""06001436301""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001436302","CA","06001436302","=""06001436302""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001436402","CA","06001436402","=""06001436402""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001436403","CA","06001436403","=""06001436403""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001436404","CA","06001436404","=""06001436404""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001436500","CA","06001436500","=""06001436500""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001436601","CA","06001436601","=""06001436601""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001436602","CA","06001436602","=""06001436602""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001436700","CA","06001436700","=""06001436700""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001436800","CA","06001436800","=""06001436800""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001436900","CA","06001436900","=""06001436900""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001437000","CA","06001437000","=""06001437000""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001437101","CA","06001437101","=""06001437101""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001437102","CA","06001437102","=""06001437102""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001437200","CA","06001437200","=""06001437200""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001437300","CA","06001437300","=""06001437300""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001437400","CA","06001437400","=""06001437400""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001437500","CA","06001437500","=""06001437500""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001437600","CA","06001437600","=""06001437600""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001437701","CA","06001437701","=""06001437701""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06001437702","CA","06001437702","=""06001437702""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001437800","CA","06001437800","=""06001437800""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001437900","CA","06001437900","=""06001437900""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001438000","CA","06001438000","=""06001438000""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06001438100","CA","06001438100","=""06001438100""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001438201","CA","06001438201","=""06001438201""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001438203","CA","06001438203","=""06001438203""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001438204","CA","06001438204","=""06001438204""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001438300","CA","06001438300","=""06001438300""","3.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001438400","CA","06001438400","=""06001438400""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001440100","CA","06001440100","=""06001440100""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06001440200","CA","06001440200","=""06001440200""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001440301","CA","06001440301","=""06001440301""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001440304","CA","06001440304","=""06001440304""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001440305","CA","06001440305","=""06001440305""","2.9","2017-2021","2020","Census","California (State)"
"Census Tract","06001440306","CA","06001440306","=""06001440306""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001440307","CA","06001440307","=""06001440307""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06001440308","CA","06001440308","=""06001440308""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001440331","CA","06001440331","=""06001440331""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06001440332","CA","06001440332","=""06001440332""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001440333","CA","06001440333","=""06001440333""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06001440334","CA","06001440334","=""06001440334""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001440336","CA","06001440336","=""06001440336""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06001440337","CA","06001440337","=""06001440337""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001440338","CA","06001440338","=""06001440338""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06001441100","CA","06001441100","=""06001441100""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06001441200","CA","06001441200","=""06001441200""","2.2","2017-2021","2020","Census","California (State)"
