"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","36001002200","NY","36001002200","=""36001002200""","18.85","2017-2021","2020","Census","New York (State)"
"Census Tract","36001002300","NY","36001002300","=""36001002300""","38.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36001002500","NY","36001002500","=""36001002500""","60.33","2017-2021","2020","Census","New York (State)"
"Census Tract","36001002600","NY","36001002600","=""36001002600""","21.64","2017-2021","2020","Census","New York (State)"
"Census Tract","36001012700","NY","36001012700","=""36001012700""","16.47","2017-2021","2020","Census","New York (State)"
"Census Tract","36001012800","NY","36001012800","=""36001012800""","52.25","2017-2021","2020","Census","New York (State)"
"Census Tract","36001012900","NY","36001012900","=""36001012900""","37.52","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013000","NY","36001013000","=""36001013000""","5.18","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013100","NY","36001013100","=""36001013100""","30.37","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013200","NY","36001013200","=""36001013200""","32.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013300","NY","36001013300","=""36001013300""","19.08","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013400","NY","36001013400","=""36001013400""","20.95","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013503","NY","36001013503","=""36001013503""","5.90","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013505","NY","36001013505","=""36001013505""","5.42","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013507","NY","36001013507","=""36001013507""","6.58","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013509","NY","36001013509","=""36001013509""","0.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013510","NY","36001013510","=""36001013510""","3.75","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013511","NY","36001013511","=""36001013511""","8.15","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013512","NY","36001013512","=""36001013512""","1.80","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013602","NY","36001013602","=""36001013602""","12.16","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013603","NY","36001013603","=""36001013603""","0.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013604","NY","36001013604","=""36001013604""","3.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013703","NY","36001013703","=""36001013703""","9.53","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013706","NY","36001013706","=""36001013706""","1.16","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013707","NY","36001013707","=""36001013707""","0.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013708","NY","36001013708","=""36001013708""","3.76","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013709","NY","36001013709","=""36001013709""","2.55","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013802","NY","36001013802","=""36001013802""","4.22","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013803","NY","36001013803","=""36001013803""","6.22","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013804","NY","36001013804","=""36001013804""","9.54","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013901","NY","36001013901","=""36001013901""","2.15","2017-2021","2020","Census","New York (State)"
"Census Tract","36001013902","NY","36001013902","=""36001013902""","7.91","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014001","NY","36001014001","=""36001014001""","5.99","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014002","NY","36001014002","=""36001014002""","9.86","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014100","NY","36001014100","=""36001014100""","0.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014201","NY","36001014201","=""36001014201""","3.31","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014202","NY","36001014202","=""36001014202""","0.69","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014203","NY","36001014203","=""36001014203""","0.96","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014301","NY","36001014301","=""36001014301""","0.89","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014303","NY","36001014303","=""36001014303""","2.01","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014304","NY","36001014304","=""36001014304""","4.40","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014401","NY","36001014401","=""36001014401""","2.82","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014402","NY","36001014402","=""36001014402""","8.76","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014501","NY","36001014501","=""36001014501""","1.94","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014502","NY","36001014502","=""36001014502""","4.25","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014503","NY","36001014503","=""36001014503""","3.90","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014606","NY","36001014606","=""36001014606""","1.63","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014608","NY","36001014608","=""36001014608""","3.90","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014609","NY","36001014609","=""36001014609""","5.95","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014611","NY","36001014611","=""36001014611""","3.47","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014612","NY","36001014612","=""36001014612""","9.05","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014613","NY","36001014613","=""36001014613""","2.82","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014614","NY","36001014614","=""36001014614""","4.80","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014615","NY","36001014615","=""36001014615""","12.11","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014616","NY","36001014616","=""36001014616""","5.07","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014617","NY","36001014617","=""36001014617""","1.97","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014700","NY","36001014700","=""36001014700""","4.30","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014801","NY","36001014801","=""36001014801""","6.02","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014802","NY","36001014802","=""36001014802""","10.54","2017-2021","2020","Census","New York (State)"
"Census Tract","36001014803","NY","36001014803","=""36001014803""","0.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36003940200","NY","36003940200","=""36003940200""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950100","NY","36003950100","=""36003950100""","9.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950300","NY","36003950300","=""36003950300""","9.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950401","NY","36003950401","=""36003950401""","13.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950402","NY","36003950402","=""36003950402""","11.71","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950500","NY","36003950500","=""36003950500""","8.94","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950600","NY","36003950600","=""36003950600""","16.13","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950700","NY","36003950700","=""36003950700""","8.12","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950800","NY","36003950800","=""36003950800""","5.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36003950900","NY","36003950900","=""36003950900""","12.73","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951000","NY","36003951000","=""36003951000""","10.15","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951100","NY","36003951100","=""36003951100""","17.77","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951201","NY","36003951201","=""36003951201""","18.57","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951202","NY","36003951202","=""36003951202""","12.34","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951301","NY","36003951301","=""36003951301""","12.42","2017-2021","2020","Census","New York (State)"
"Census Tract","36003951302","NY","36003951302","=""36003951302""","11.58","2017-2021","2020","Census","New York (State)"
"Census Tract","36005000100","NY","36005000100","=""36005000100""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005000200","NY","36005000200","=""36005000200""","15.11","2017-2021","2020","Census","New York (State)"
"Census Tract","36005000400","NY","36005000400","=""36005000400""","21.52","2017-2021","2020","Census","New York (State)"
"Census Tract","36005001600","NY","36005001600","=""36005001600""","40.19","2017-2021","2020","Census","New York (State)"
"Census Tract","36005001901","NY","36005001901","=""36005001901""","39.80","2017-2021","2020","Census","New York (State)"
"Census Tract","36005001902","NY","36005001902","=""36005001902""","21.05","2017-2021","2020","Census","New York (State)"
"Census Tract","36005001903","NY","36005001903","=""36005001903""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005001904","NY","36005001904","=""36005001904""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002001","NY","36005002001","=""36005002001""","51.91","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002002","NY","36005002002","=""36005002002""","55.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002300","NY","36005002300","=""36005002300""","63.45","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002400","NY","36005002400","=""36005002400""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002500","NY","36005002500","=""36005002500""","39.83","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002701","NY","36005002701","=""36005002701""","50.86","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002702","NY","36005002702","=""36005002702""","57.20","2017-2021","2020","Census","New York (State)"
"Census Tract","36005002800","NY","36005002800","=""36005002800""","12.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003100","NY","36005003100","=""36005003100""","46.53","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003300","NY","36005003300","=""36005003300""","60.14","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003500","NY","36005003500","=""36005003500""","58.80","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003700","NY","36005003700","=""36005003700""","28.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003800","NY","36005003800","=""36005003800""","23.43","2017-2021","2020","Census","New York (State)"
"Census Tract","36005003900","NY","36005003900","=""36005003900""","62.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004001","NY","36005004001","=""36005004001""","26.11","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004100","NY","36005004100","=""36005004100""","57.64","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004200","NY","36005004200","=""36005004200""","21.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004300","NY","36005004300","=""36005004300""","46.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004400","NY","36005004400","=""36005004400""","54.41","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004600","NY","36005004600","=""36005004600""","65.12","2017-2021","2020","Census","New York (State)"
"Census Tract","36005004800","NY","36005004800","=""36005004800""","34.66","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005001","NY","36005005001","=""36005005001""","43.46","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005002","NY","36005005002","=""36005005002""","46.60","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005100","NY","36005005100","=""36005005100""","68.04","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005200","NY","36005005200","=""36005005200""","53.25","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005300","NY","36005005300","=""36005005300""","81.13","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005400","NY","36005005400","=""36005005400""","35.75","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005600","NY","36005005600","=""36005005600""","27.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36005005902","NY","36005005902","=""36005005902""","26.89","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006000","NY","36005006000","=""36005006000""","42.81","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006100","NY","36005006100","=""36005006100""","12.22","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006200","NY","36005006200","=""36005006200""","44.84","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006301","NY","36005006301","=""36005006301""","28.88","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006302","NY","36005006302","=""36005006302""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006400","NY","36005006400","=""36005006400""","39.19","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006500","NY","36005006500","=""36005006500""","45.68","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006700","NY","36005006700","=""36005006700""","67.89","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006800","NY","36005006800","=""36005006800""","25.19","2017-2021","2020","Census","New York (State)"
"Census Tract","36005006900","NY","36005006900","=""36005006900""","32.08","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007000","NY","36005007000","=""36005007000""","26.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007100","NY","36005007100","=""36005007100""","26.20","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007200","NY","36005007200","=""36005007200""","29.45","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007300","NY","36005007300","=""36005007300""","50.64","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007400","NY","36005007400","=""36005007400""","28.70","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007500","NY","36005007500","=""36005007500""","36.67","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007600","NY","36005007600","=""36005007600""","27.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007700","NY","36005007700","=""36005007700""","25.10","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007800","NY","36005007800","=""36005007800""","30.14","2017-2021","2020","Census","New York (State)"
"Census Tract","36005007900","NY","36005007900","=""36005007900""","57.01","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008300","NY","36005008300","=""36005008300""","39.18","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008400","NY","36005008400","=""36005008400""","20.63","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008500","NY","36005008500","=""36005008500""","44.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008600","NY","36005008600","=""36005008600""","42.36","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008700","NY","36005008700","=""36005008700""","46.60","2017-2021","2020","Census","New York (State)"
"Census Tract","36005008900","NY","36005008900","=""36005008900""","46.15","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009000","NY","36005009000","=""36005009000""","49.38","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009200","NY","36005009200","=""36005009200""","26.67","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009301","NY","36005009301","=""36005009301""","50.49","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009302","NY","36005009302","=""36005009302""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009600","NY","36005009600","=""36005009600""","25.96","2017-2021","2020","Census","New York (State)"
"Census Tract","36005009800","NY","36005009800","=""36005009800""","18.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011000","NY","36005011000","=""36005011000""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011502","NY","36005011502","=""36005011502""","41.50","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011701","NY","36005011701","=""36005011701""","59.83","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011702","NY","36005011702","=""36005011702""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011800","NY","36005011800","=""36005011800""","9.93","2017-2021","2020","Census","New York (State)"
"Census Tract","36005011900","NY","36005011900","=""36005011900""","52.92","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012101","NY","36005012101","=""36005012101""","28.78","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012102","NY","36005012102","=""36005012102""","52.04","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012300","NY","36005012300","=""36005012300""","29.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012500","NY","36005012500","=""36005012500""","41.67","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012701","NY","36005012701","=""36005012701""","61.39","2017-2021","2020","Census","New York (State)"
"Census Tract","36005012901","NY","36005012901","=""36005012901""","50.97","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013000","NY","36005013000","=""36005013000""","24.91","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013100","NY","36005013100","=""36005013100""","34.24","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013200","NY","36005013200","=""36005013200""","11.34","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013300","NY","36005013300","=""36005013300""","37.51","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013500","NY","36005013500","=""36005013500""","57.95","2017-2021","2020","Census","New York (State)"
"Census Tract","36005013800","NY","36005013800","=""36005013800""","19.19","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014100","NY","36005014100","=""36005014100""","42.18","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014300","NY","36005014300","=""36005014300""","67.13","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014400","NY","36005014400","=""36005014400""","17.10","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014500","NY","36005014500","=""36005014500""","68.99","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014701","NY","36005014701","=""36005014701""","55.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014702","NY","36005014702","=""36005014702""","64.57","2017-2021","2020","Census","New York (State)"
"Census Tract","36005014900","NY","36005014900","=""36005014900""","59.62","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015100","NY","36005015100","=""36005015100""","33.57","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015200","NY","36005015200","=""36005015200""","12.44","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015300","NY","36005015300","=""36005015300""","36.45","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015500","NY","36005015500","=""36005015500""","43.07","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015700","NY","36005015700","=""36005015700""","41.83","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015800","NY","36005015800","=""36005015800""","9.96","2017-2021","2020","Census","New York (State)"
"Census Tract","36005015900","NY","36005015900","=""36005015900""","49.89","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016000","NY","36005016000","=""36005016000""","7.82","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016100","NY","36005016100","=""36005016100""","66.39","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016200","NY","36005016200","=""36005016200""","8.16","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016300","NY","36005016300","=""36005016300""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016400","NY","36005016400","=""36005016400""","3.67","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016500","NY","36005016500","=""36005016500""","45.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016600","NY","36005016600","=""36005016600""","12.52","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016700","NY","36005016700","=""36005016700""","33.42","2017-2021","2020","Census","New York (State)"
"Census Tract","36005016900","NY","36005016900","=""36005016900""","27.24","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017100","NY","36005017100","=""36005017100""","N/A","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017300","NY","36005017300","=""36005017300""","52.62","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017500","NY","36005017500","=""36005017500""","46.59","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017701","NY","36005017701","=""36005017701""","47.43","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017702","NY","36005017702","=""36005017702""","49.60","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017901","NY","36005017901","=""36005017901""","51.17","2017-2021","2020","Census","New York (State)"
"Census Tract","36005017902","NY","36005017902","=""36005017902""","60.24","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018101","NY","36005018101","=""36005018101""","27.35","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018102","NY","36005018102","=""36005018102""","46.38","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018301","NY","36005018301","=""36005018301""","20.72","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018302","NY","36005018302","=""36005018302""","33.96","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018400","NY","36005018400","=""36005018400""","4.91","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018501","NY","36005018501","=""36005018501""","44.14","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018502","NY","36005018502","=""36005018502""","65.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005018900","NY","36005018900","=""36005018900""","50.11","2017-2021","2020","Census","New York (State)"
"Census Tract","36005019300","NY","36005019300","=""36005019300""","40.94","2017-2021","2020","Census","New York (State)"
"Census Tract","36005019400","NY","36005019400","=""36005019400""","24.12","2017-2021","2020","Census","New York (State)"
"Census Tract","36005019500","NY","36005019500","=""36005019500""","48.69","2017-2021","2020","Census","New York (State)"
"Census Tract","36005019700","NY","36005019700","=""36005019700""","48.53","2017-2021","2020","Census","New York (State)"
"Census Tract","36005019900","NY","36005019900","=""36005019900""","52.48","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020000","NY","36005020000","=""36005020000""","36.93","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020100","NY","36005020100","=""36005020100""","47.83","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020200","NY","36005020200","=""36005020200""","35.09","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020400","NY","36005020400","=""36005020400""","30.79","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020501","NY","36005020501","=""36005020501""","55.95","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020502","NY","36005020502","=""36005020502""","42.51","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020601","NY","36005020601","=""36005020601""","43.20","2017-2021","2020","Census","New York (State)"
"Census Tract","36005020900","NY","36005020900","=""36005020900""","39.25","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021001","NY","36005021001","=""36005021001""","25.39","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021002","NY","36005021002","=""36005021002""","23.22","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021100","NY","36005021100","=""36005021100""","45.75","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021200","NY","36005021200","=""36005021200""","16.10","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021301","NY","36005021301","=""36005021301""","47.35","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021302","NY","36005021302","=""36005021302""","44.17","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021501","NY","36005021501","=""36005021501""","49.21","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021502","NY","36005021502","=""36005021502""","41.88","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021601","NY","36005021601","=""36005021601""","33.93","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021602","NY","36005021602","=""36005021602""","14.25","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021700","NY","36005021700","=""36005021700""","57.90","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021800","NY","36005021800","=""36005021800""","38.45","2017-2021","2020","Census","New York (State)"
"Census Tract","36005021900","NY","36005021900","=""36005021900""","54.70","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022000","NY","36005022000","=""36005022000""","33.00","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022101","NY","36005022101","=""36005022101""","56.77","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022102","NY","36005022102","=""36005022102""","58.65","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022200","NY","36005022200","=""36005022200""","22.11","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022300","NY","36005022300","=""36005022300""","57.27","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022401","NY","36005022401","=""36005022401""","32.01","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022403","NY","36005022403","=""36005022403""","29.26","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022404","NY","36005022404","=""36005022404""","15.34","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022500","NY","36005022500","=""36005022500""","45.52","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022701","NY","36005022701","=""36005022701""","44.42","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022702","NY","36005022702","=""36005022702""","59.80","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022703","NY","36005022703","=""36005022703""","32.14","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022800","NY","36005022800","=""36005022800""","25.03","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022901","NY","36005022901","=""36005022901""","35.12","2017-2021","2020","Census","New York (State)"
"Census Tract","36005022902","NY","36005022902","=""36005022902""","50.50","2017-2021","2020","Census","New York (State)"
"Census Tract","36005023000","NY","36005023000","=""36005023000""","39.58","2017-2021","2020","Census","New York (State)"
"Census Tract","36005023100","NY","36005023100","=""36005023100""","54.76","2017-2021","2020","Census","New York (State)"
